master_id,record_type,event_date,event_year,event_month,date_precision,latitude,longitude,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,injury_count,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,dataset_source,original_event_date,event_date_standardized,event_date_only,original_latitude,original_longitude,latitude_standardized,longitude_standardized,coordinates_valid,latitude_compare,longitude_compare,date_compare
IND-INV-000616,INVENTORY,,,,unknown,14.480294,74.4378,Karnataka,Uttar Kannada,,,Rainfall,Debris,Slide,Dormant,1802.0,,,Geological Survey of India (GSI) inventory,KA/UK/48J07/2015/215,,GSI:6822,1,GSI,False,SOURCE,HIGH,14.480_74.438,,False,,OBJECTID=6822,LandslideGuard_Project_Master,,,,14.480294,74.4378,14.480294,74.4378,True,14.48,74.438,
IND-INV-000618,INVENTORY,,,,unknown,14.513489,74.411117,Karnataka,Uttar Kannada,,,Rainfall,Debris,Slide,Dormant,588.0,,,Geological Survey of India (GSI) inventory,KA/UK/48J07/2015/183,,GSI:7168,1,GSI,False,SOURCE,HIGH,14.513_74.411,,False,,OBJECTID=7168,LandslideGuard_Project_Master,,,,14.513489,74.411117,14.513489,74.411117,True,14.513,74.411,
IND-INV-000619,INVENTORY,,,,unknown,14.513489,74.411117,Karnataka,Uttar Kannada,,,Rainfall,Debris,Slide,Dormant,735.0,,,Geological Survey of India (GSI) inventory,KA/UK/48J06/2015/134,,GSI:6798,1,GSI,False,SOURCE,HIGH,14.513_74.411,,False,,OBJECTID=6798,LandslideGuard_Project_Master,,,,14.513489,74.411117,14.513489,74.411117,True,14.513,74.411,
IND-INV-000657,INVENTORY,,2019.0,,year,14.69,74.82,Karnataka,Uttara Kannada,Gaddigehole-Agsale village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/31,,GSI:26772,1,GSI,False,SOURCE,HIGH,14.690_74.820,,False,,OBJECTID=26772,LandslideGuard_Project_Master,,,,14.69,74.82,14.69,74.82,True,14.69,74.82,
IND-INV-000658,INVENTORY,,2019.0,,year,14.69,74.82,Karnataka,Uttara Kannada,Agsala Village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/12,,GSI:26736,1,GSI,False,SOURCE,HIGH,14.690_74.820,,False,,OBJECTID=26736,LandslideGuard_Project_Master,,,,14.69,74.82,14.69,74.82,True,14.69,74.82,
IND-INV-000661,INVENTORY,,2019.0,,year,14.67,74.85,Karnataka,Uttara Kannada,Kumbrigadde village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/50,,GSI:26822,1,GSI,False,SOURCE,HIGH,14.670_74.850,,False,,OBJECTID=26822,LandslideGuard_Project_Master,,,,14.67,74.85,14.67,74.85,True,14.67,74.85,
IND-INV-000662,INVENTORY,,2020.0,,year,14.67,74.85,Karnataka,Uttara Kannada,Taragod village,2020.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/9,,GSI:26733,1,GSI,False,SOURCE,HIGH,14.670_74.850,,False,,OBJECTID=26733,LandslideGuard_Project_Master,,,,14.67,74.85,14.67,74.85,True,14.67,74.85,
IND-INV-000663,INVENTORY,,2020.0,,year,14.67,74.85,Karnataka,Uttara Kannada,Taragod village,2020.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/10,,GSI:26734,1,GSI,False,SOURCE,HIGH,14.670_74.850,,False,,OBJECTID=26734,LandslideGuard_Project_Master,,,,14.67,74.85,14.67,74.85,True,14.67,74.85,
IND-INV-000668,INVENTORY,,2019.0,,year,14.7,74.88,Karnataka,Uttara Kannada,Boppanalli village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/14,,GSI:26740,1,GSI,False,SOURCE,HIGH,14.700_74.880,,False,,OBJECTID=26740,LandslideGuard_Project_Master,,,,14.7,74.88,14.7,74.88,True,14.7,74.88,
IND-INV-000669,INVENTORY,,2020.0,,year,14.7,74.88,Karnataka,Uttara Kannada,Boppanalli village,2020.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/15,,GSI:26741,1,GSI,False,SOURCE,HIGH,14.700_74.880,,False,,OBJECTID=26741,LandslideGuard_Project_Master,,,,14.7,74.88,14.7,74.88,True,14.7,74.88,
IND-INV-000687,INVENTORY,,2019.0,,year,14.76,74.81,Karnataka,Uttara Kannada,Kummanmane village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/3,,GSI:26753,1,GSI,False,SOURCE,HIGH,14.760_74.810,,False,,OBJECTID=26753,LandslideGuard_Project_Master,,,,14.76,74.81,14.76,74.81,True,14.76,74.81,
IND-INV-000688,INVENTORY,,2019.0,,year,14.76,74.81,Karnataka,Uttara Kannada,Kummanmane village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/4,,GSI:26754,1,GSI,False,SOURCE,HIGH,14.760_74.810,,False,,OBJECTID=26754,LandslideGuard_Project_Master,,,,14.76,74.81,14.76,74.81,True,14.76,74.81,
IND-INV-000689,INVENTORY,,2019.0,,year,14.77,74.81,Karnataka,Uttara Kannada,Chauti village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/5,,GSI:26755,1,GSI,False,SOURCE,HIGH,14.770_74.810,,False,,OBJECTID=26755,LandslideGuard_Project_Master,,,,14.77,74.81,14.77,74.81,True,14.77,74.81,
IND-INV-000690,INVENTORY,,2019.0,,year,14.77,74.81,Karnataka,Uttara Kannada,Chauti village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/6,,GSI:26759,1,GSI,False,SOURCE,HIGH,14.770_74.810,,False,,OBJECTID=26759,LandslideGuard_Project_Master,,,,14.77,74.81,14.77,74.81,True,14.77,74.81,
IND-INV-000691,INVENTORY,,2019.0,,year,14.77,74.81,Karnataka,Uttara Kannada,Chauti village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/23,,GSI:26816,1,GSI,False,SOURCE,HIGH,14.770_74.810,,False,,OBJECTID=26816,LandslideGuard_Project_Master,,,,14.77,74.81,14.77,74.81,True,14.77,74.81,
IND-INV-000693,INVENTORY,,2020.0,,year,14.8,74.81,Karnataka,Uttara Kannada,Hitlalli village,2020.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/8,,GSI:26761,1,GSI,False,SOURCE,HIGH,14.800_74.810,,False,,OBJECTID=26761,LandslideGuard_Project_Master,,,,14.8,74.81,14.8,74.81,True,14.8,74.81,
IND-INV-000694,INVENTORY,,2019.0,,year,14.8,74.81,Karnataka,Uttara Kannada,Hitlalli village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J13/2020/7,,GSI:26760,1,GSI,False,SOURCE,HIGH,14.800_74.810,,False,,OBJECTID=26760,LandslideGuard_Project_Master,,,,14.8,74.81,14.8,74.81,True,14.8,74.81,
IND-INV-000708,INVENTORY,,2019.0,,year,14.54,74.79,Karnataka,Uttara Kannada,Tudguni village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/22,,GSI:26748,1,GSI,False,SOURCE,HIGH,14.540_74.790,,False,,OBJECTID=26748,LandslideGuard_Project_Master,,,,14.54,74.79,14.54,74.79,True,14.54,74.79,
IND-INV-000709,INVENTORY,,2019.0,,year,14.54,74.79,Karnataka,Uttara Kannada,Tudguni village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/21,,GSI:26747,1,GSI,False,SOURCE,HIGH,14.540_74.790,,False,,OBJECTID=26747,LandslideGuard_Project_Master,,,,14.54,74.79,14.54,74.79,True,14.54,74.79,
IND-INV-000713,INVENTORY,,2019.0,,year,14.51,74.8,Karnataka,Uttara Kannada,Guddetata village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/24,,GSI:26750,1,GSI,False,SOURCE,HIGH,14.510_74.800,,False,,OBJECTID=26750,LandslideGuard_Project_Master,,,,14.51,74.8,14.51,74.8,True,14.51,74.8,
IND-INV-000714,INVENTORY,,2020.0,,year,14.51,74.8,Karnataka,Uttara Kannada,Kanchimane village,2020.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/25,,GSI:26756,1,GSI,False,SOURCE,HIGH,14.510_74.800,,False,,OBJECTID=26756,LandslideGuard_Project_Master,,,,14.51,74.8,14.51,74.8,True,14.51,74.8,
IND-INV-000716,INVENTORY,,2019.0,,year,14.51,74.81,Karnataka,Uttara Kannada,Dantekal village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/41,,GSI:26810,1,GSI,False,SOURCE,HIGH,14.510_74.810,,False,,OBJECTID=26810,LandslideGuard_Project_Master,,,,14.51,74.81,14.51,74.81,True,14.51,74.81,
IND-INV-000717,INVENTORY,,2019.0,,year,14.51,74.81,Karnataka,Uttara Kannada,Dantekal village,2019.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/40,,GSI:26809,1,GSI,False,SOURCE,HIGH,14.510_74.810,,False,,OBJECTID=26809,LandslideGuard_Project_Master,,,,14.51,74.81,14.51,74.81,True,14.51,74.81,
IND-INV-000718,INVENTORY,,2020.0,,year,14.51,74.81,Karnataka,Uttara Kannada,Dantekal village,2020.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/42,,GSI:26811,1,GSI,False,SOURCE,HIGH,14.510_74.810,,False,,OBJECTID=26811,LandslideGuard_Project_Master,,,,14.51,74.81,14.51,74.81,True,14.51,74.81,
IND-INV-000719,INVENTORY,,2017.0,,year,14.51,74.81,Karnataka,Uttara Kannada,Dantekal,2017.0,Rainfall,Earth,Slide,Dormant,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/47,,GSI:26819,1,GSI,False,SOURCE,HIGH,14.510_74.810,,False,,OBJECTID=26819,LandslideGuard_Project_Master,,,,14.51,74.81,14.51,74.81,True,14.51,74.81,
IND-INV-000720,INVENTORY,,2020.0,,year,14.51,74.81,Karnataka,Uttara Kannada,Dantekal village,2020.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/43,,GSI:26812,1,GSI,False,SOURCE,HIGH,14.510_74.810,,False,,OBJECTID=26812,LandslideGuard_Project_Master,,,,14.51,74.81,14.51,74.81,True,14.51,74.81,
IND-INV-000722,INVENTORY,,2019.0,,year,14.51,74.82,Karnataka,Uttara Kannada,Mukktakai village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/44,,GSI:26813,1,GSI,False,SOURCE,HIGH,14.510_74.820,,False,,OBJECTID=26813,LandslideGuard_Project_Master,,,,14.51,74.82,14.51,74.82,True,14.51,74.82,
IND-INV-000723,INVENTORY,,2019.0,,year,14.51,74.82,Karnataka,Uttara Kannada,"Sankadamane, Yelgar Mane",2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/36,,GSI:26805,1,GSI,False,SOURCE,HIGH,14.510_74.820,,False,,OBJECTID=26805,LandslideGuard_Project_Master,,,,14.51,74.82,14.51,74.82,True,14.51,74.82,
IND-INV-000724,INVENTORY,,2020.0,,year,14.51,74.82,Karnataka,Uttara Kannada,Keremane village,2020.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/35,,GSI:26804,1,GSI,False,SOURCE,HIGH,14.510_74.820,,False,,OBJECTID=26804,LandslideGuard_Project_Master,,,,14.51,74.82,14.51,74.82,True,14.51,74.82,
IND-INV-000725,INVENTORY,,2020.0,,year,14.51,74.82,Karnataka,Uttara Kannada,Keremane village,2020.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/34,,GSI:26803,1,GSI,False,SOURCE,HIGH,14.510_74.820,,False,,OBJECTID=26803,LandslideGuard_Project_Master,,,,14.51,74.82,14.51,74.82,True,14.51,74.82,
IND-INV-000726,INVENTORY,,2019.0,,year,14.51,74.83,Karnataka,Uttara Kannada,Mukktakai village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/45,,GSI:26814,1,GSI,False,SOURCE,HIGH,14.510_74.830,,False,,OBJECTID=26814,LandslideGuard_Project_Master,,,,14.51,74.83,14.51,74.83,True,14.51,74.83,
IND-INV-000727,INVENTORY,,2020.0,,year,14.51,74.83,Karnataka,Uttara Kannada,Kansur village,2020.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/32,,GSI:26801,1,GSI,False,SOURCE,HIGH,14.510_74.830,,False,,OBJECTID=26801,LandslideGuard_Project_Master,,,,14.51,74.83,14.51,74.83,True,14.51,74.83,
IND-INV-000729,INVENTORY,,2017.0,,year,14.52,74.84,Karnataka,Uttara Kannada,Kansur village,2017.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/39,,GSI:26808,1,GSI,False,SOURCE,HIGH,14.520_74.840,,False,,OBJECTID=26808,LandslideGuard_Project_Master,,,,14.52,74.84,14.52,74.84,True,14.52,74.84,
IND-INV-000730,INVENTORY,,2017.0,,year,14.52,74.84,Karnataka,Uttara Kannada,Kansur village,2017.0,Rainfall,Debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/38,,GSI:26807,1,GSI,False,SOURCE,HIGH,14.520_74.840,,False,,OBJECTID=26807,LandslideGuard_Project_Master,,,,14.52,74.84,14.52,74.84,True,14.52,74.84,
IND-INV-000732,INVENTORY,,2019.0,,year,14.54,74.82,Karnataka,Uttara Kannada,Ajjibail village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/19,,GSI:26745,1,GSI,False,SOURCE,HIGH,14.540_74.820,,False,,OBJECTID=26745,LandslideGuard_Project_Master,,,,14.54,74.82,14.54,74.82,True,14.54,74.82,
IND-INV-000733,INVENTORY,,2019.0,,year,14.54,74.82,Karnataka,Uttara Kannada,Chalagdde village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/20,,GSI:26746,1,GSI,False,SOURCE,HIGH,14.540_74.820,,False,,OBJECTID=26746,LandslideGuard_Project_Master,,,,14.54,74.82,14.54,74.82,True,14.54,74.82,
IND-INV-000736,INVENTORY,,,,unknown,14.53,74.85,Karnataka,Uttara Kannada,Gattikai village,,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/63,,GSI:26836,1,GSI,False,SOURCE,HIGH,14.530_74.850,,False,,OBJECTID=26836,LandslideGuard_Project_Master,,,,14.53,74.85,14.53,74.85,True,14.53,74.85,
IND-INV-000737,INVENTORY,,2019.0,,year,14.53,74.85,Karnataka,Uttara Kannada,Iragoppa village,2019.0,Rainfall,Earth,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J14/2020/64,,GSI:26837,1,GSI,False,SOURCE,HIGH,14.530_74.850,,False,,OBJECTID=26837,LandslideGuard_Project_Master,,,,14.53,74.85,14.53,74.85,True,14.53,74.85,
IND-INV-000760,INVENTORY,,,,unknown,14.229125,74.816253,Karnataka,Uttar Kannada,0.6KM SE of jog falls,,Rainfall,Soil,Slide,Suspended,220.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J16/2018/55,,GSI:24632,1,GSI,False,SOURCE,HIGH,14.229_74.816,,False,,OBJECTID=24632,LandslideGuard_Project_Master,,,,14.229125,74.816253,14.229125,74.816253,True,14.229,74.816,
IND-INV-000762,INVENTORY,,,,unknown,14.228697,74.815714,Karnataka,Uttar Kannada,0.6KM SE of jog falls 1,,Rainfall,Soil,Slide,Suspended,120.0,,,Geological Survey of India (GSI) inventory,KA/UTT/48J16/2018/56,,GSI:24633,1,GSI,False,SOURCE,HIGH,14.229_74.816,,False,,OBJECTID=24633,LandslideGuard_Project_Master,,,,14.228697,74.815714,14.228697,74.815714,True,14.229,74.816,
IND-INV-000774,INVENTORY,,2020.0,,year,13.9,75.3,Karnataka,Shivamoga,Jiregemane-2,2020.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O05/2020/38,,GSI:26955,1,GSI,False,SOURCE,HIGH,13.900_75.300,,False,,OBJECTID=26955,LandslideGuard_Project_Master,,,,13.9,75.3,13.9,75.3,True,13.9,75.3,
IND-INV-000775,INVENTORY,,2020.0,,year,13.9,75.3,Karnataka,Shivamoga,Jiregemane-3,2020.0,Rainfall,Earth,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O05/2020/39,,GSI:26956,1,GSI,False,SOURCE,HIGH,13.900_75.300,,False,,OBJECTID=26956,LandslideGuard_Project_Master,,,,13.9,75.3,13.9,75.3,True,13.9,75.3,
IND-INV-000776,INVENTORY,,2020.0,,year,13.9,75.3,Karnataka,Shivamoga,Jiregemane,2020.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O05/2020/36,,GSI:26953,1,GSI,False,SOURCE,HIGH,13.900_75.300,,False,,OBJECTID=26953,LandslideGuard_Project_Master,,,,13.9,75.3,13.9,75.3,True,13.9,75.3,
IND-INV-000779,INVENTORY,,2020.0,,year,13.97,75.15,Karnataka,Shivamoga,Chitrahalli-1,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/57,,GSI:27019,1,GSI,False,SOURCE,HIGH,13.970_75.150,,False,,OBJECTID=27019,LandslideGuard_Project_Master,,,,13.97,75.15,13.97,75.15,True,13.97,75.15,
IND-INV-000780,INVENTORY,,2020.0,,year,13.97,75.15,Karnataka,Shivamoga,Chitrahalli,2020.0,Rainfall,Earth,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/55,,GSI:27017,1,GSI,False,SOURCE,HIGH,13.970_75.150,,False,,OBJECTID=27017,LandslideGuard_Project_Master,,,,13.97,75.15,13.97,75.15,True,13.97,75.15,
IND-INV-000782,INVENTORY,,2020.0,,year,13.93,75.18,Karnataka,Shivamoga,Kalkankoppa-1,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/66,,GSI:27028,1,GSI,False,SOURCE,HIGH,13.930_75.180,,False,,OBJECTID=27028,LandslideGuard_Project_Master,,,,13.93,75.18,13.93,75.18,True,13.93,75.18,
IND-INV-000783,INVENTORY,,2020.0,,year,13.93,75.18,Karnataka,Shivamoga,Kalkankoppa,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/65,,GSI:27027,1,GSI,False,SOURCE,HIGH,13.930_75.180,,False,,OBJECTID=27027,LandslideGuard_Project_Master,,,,13.93,75.18,13.93,75.18,True,13.93,75.18,
IND-INV-000784,INVENTORY,,2020.0,,year,13.93,75.18,Karnataka,Shivamoga,Harekoppa,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/64,,GSI:27026,1,GSI,False,SOURCE,HIGH,13.930_75.180,,False,,OBJECTID=27026,LandslideGuard_Project_Master,,,,13.93,75.18,13.93,75.18,True,13.93,75.18,
IND-INV-000785,INVENTORY,,2020.0,,year,13.92,75.18,Karnataka,Shivamoga,Kannuru-2,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/63,,GSI:27025,1,GSI,False,SOURCE,HIGH,13.920_75.180,,False,,OBJECTID=27025,LandslideGuard_Project_Master,,,,13.92,75.18,13.92,75.18,True,13.92,75.18,
IND-INV-000786,INVENTORY,,2020.0,,year,13.92,75.18,Karnataka,Shivamoga,K.Kannuru,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/62,,GSI:27024,1,GSI,False,SOURCE,HIGH,13.920_75.180,,False,,OBJECTID=27024,LandslideGuard_Project_Master,,,,13.92,75.18,13.92,75.18,True,13.92,75.18,
IND-INV-000787,INVENTORY,,2020.0,,year,13.92,75.18,Karnataka,Shivamoga,Kannuru-1,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/51,,GSI:27013,1,GSI,False,SOURCE,HIGH,13.920_75.180,,False,,OBJECTID=27013,LandslideGuard_Project_Master,,,,13.92,75.18,13.92,75.18,True,13.92,75.18,
IND-INV-000790,INVENTORY,,2020.0,,year,13.91,75.16,Karnataka,Shivamoga,Huligaru-2,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/70,,GSI:27032,1,GSI,False,SOURCE,HIGH,13.910_75.160,,False,,OBJECTID=27032,LandslideGuard_Project_Master,,,,13.91,75.16,13.91,75.16,True,13.91,75.16,
IND-INV-000791,INVENTORY,,2020.0,,year,13.91,75.16,Karnataka,Shivamoga,Huligaru-3,2020.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/71,,GSI:27033,1,GSI,False,SOURCE,HIGH,13.910_75.160,,False,,OBJECTID=27033,LandslideGuard_Project_Master,,,,13.91,75.16,13.91,75.16,True,13.91,75.16,
IND-INV-000792,INVENTORY,,2020.0,,year,13.91,75.16,Karnataka,Shivamoga,Huligaru-1,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/69,,GSI:27031,1,GSI,False,SOURCE,HIGH,13.910_75.160,,False,,OBJECTID=27031,LandslideGuard_Project_Master,,,,13.91,75.16,13.91,75.16,True,13.91,75.16,
IND-INV-000793,INVENTORY,,2020.0,,year,13.91,75.16,Karnataka,Shivamoga,Huligaru,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/68,,GSI:27030,1,GSI,False,SOURCE,HIGH,13.910_75.160,,False,,OBJECTID=27030,LandslideGuard_Project_Master,,,,13.91,75.16,13.91,75.16,True,13.91,75.16,
IND-INV-000794,INVENTORY,,2020.0,,year,13.89,75.17,Karnataka,Shivamoga,Malur-1,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/48,,GSI:27010,1,GSI,False,SOURCE,HIGH,13.890_75.170,,False,,OBJECTID=27010,LandslideGuard_Project_Master,,,,13.89,75.17,13.89,75.17,True,13.89,75.17,
IND-INV-000795,INVENTORY,,2020.0,,year,13.89,75.17,Karnataka,Shivamoga,Malur,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/47,,GSI:27009,1,GSI,False,SOURCE,HIGH,13.890_75.170,,False,,OBJECTID=27009,LandslideGuard_Project_Master,,,,13.89,75.17,13.89,75.17,True,13.89,75.17,
IND-INV-000796,INVENTORY,,2020.0,,year,13.89,75.19,Karnataka,Shivamoga,Sunkal-2,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/44,,GSI:27006,1,GSI,False,SOURCE,HIGH,13.890_75.190,,False,,OBJECTID=27006,LandslideGuard_Project_Master,,,,13.89,75.19,13.89,75.19,True,13.89,75.19,
IND-INV-000797,INVENTORY,,2020.0,,year,13.89,75.19,Karnataka,Shivamoga,Sunkal-1,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/46,,GSI:27008,1,GSI,False,SOURCE,HIGH,13.890_75.190,,False,,OBJECTID=27008,LandslideGuard_Project_Master,,,,13.89,75.19,13.89,75.19,True,13.89,75.19,
IND-INV-000798,INVENTORY,,2019.0,,year,13.89,75.19,Karnataka,Shivamoga,Sunkal,2019.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/45,,GSI:27007,1,GSI,False,SOURCE,HIGH,13.890_75.190,,False,,OBJECTID=27007,LandslideGuard_Project_Master,,,,13.89,75.19,13.89,75.19,True,13.89,75.19,
IND-INV-000800,INVENTORY,,2020.0,,year,13.92,75.19,Karnataka,Shivamoga,Herekoppa,2020.0,Rainfall,Earth,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/50,,GSI:27012,1,GSI,False,SOURCE,HIGH,13.920_75.190,,False,,OBJECTID=27012,LandslideGuard_Project_Master,,,,13.92,75.19,13.92,75.19,True,13.92,75.19,
IND-INV-000801,INVENTORY,,2020.0,,year,13.92,75.19,Karnataka,Shivamoga,Kannuru,2020.0,Rainfall,Earth,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/49,,GSI:27011,1,GSI,False,SOURCE,HIGH,13.920_75.190,,False,,OBJECTID=27011,LandslideGuard_Project_Master,,,,13.92,75.19,13.92,75.19,True,13.92,75.19,
IND-INV-000804,INVENTORY,,2020.0,,year,13.88,75.22,Karnataka,Shivamoga,Hondalagadde,2020.0,Rainfall,Earth,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/52,,GSI:27014,1,GSI,False,SOURCE,HIGH,13.880_75.220,,False,,OBJECTID=27014,LandslideGuard_Project_Master,,,,13.88,75.22,13.88,75.22,True,13.88,75.22,
IND-INV-000805,INVENTORY,,2020.0,,year,13.88,75.22,Karnataka,Shivamoga,Hondalagadde-1,2020.0,Rainfall,Debris,Slide,Reactivated,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/53,,GSI:27015,1,GSI,False,SOURCE,HIGH,13.880_75.220,,False,,OBJECTID=27015,LandslideGuard_Project_Master,,,,13.88,75.22,13.88,75.22,True,13.88,75.22,
IND-INV-000813,INVENTORY,,2020.0,,year,13.84,75.16,Karnataka,Shivamoga,Hulisara,2020.0,Rainfall,Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,KA/SHI/48O01/2020/16,,GSI:26972,1,GSI,False,SOURCE,HIGH,13.840_75.160,,False,,OBJECTID=26972,LandslideGuard_Project_Master,,,,13.84,75.16,13.84,75.16,True,13.84,75.16,
