master_id,record_type,event_date,event_year,event_month,date_precision,latitude,longitude,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,injury_count,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,record_type_clean,event_date_clean
IND-EVT-001347,EVENT,"June-July, 2020",2020.0,6.0,month,24.85536111111111,93.62402777777775,Manipur,Noney,"and around Longmai-Khumji Noney Area, Noney District, Manipur",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-004,,KaggleLandslideIncidences:4,1,Kaggle dataset,False,SOURCE,MEDIUM,"June-July, 2020_24.855_93.624",,False,,"The Longmai landslide (Lat: 24°51’19.3”N and Lon: 93°37’26.5”E) occurred during the last week of June, 2020, along the upslope of the NH-37, the Imphal- Jiribam road about 500 meters from Noney Bazar towards Imphal. The landslide occurred at the eastern flank (hill slope of 45° toward 130° at sliding zone) of NNE-SSW trending hill ridge. Cracks in the concrete house, the paved drain and the approached road are observed. It caused subsidence of 40 cm in the crown portion of the slide and 60 cm in the highway. Five number of houses were partially damaged due to this slide. The Khumji Noney Slide (Lat: 24°5’45.7”N and Lon: 93°37’26.6”E) occurred about 100 meters from Noney bazaar towards Jiribam on the NH-37, Imphal-Jiribam road. The area is represented by highly dissected, rugged, NNE-SSW trending alternate synclinal hill ridges and anticlinal valleys showing a 2nd order topography. Excessive cutting of the slope for construction of waiting shed and water seepage in the upslope portion are the geo-scientific causes.",EVENT,
IND-EVT-001348,EVENT,2020-07-01,2020.0,7.0,day,25.515916666666666,94.1365277777778,Manipur,Senapati,"Mao Town, Senapati District, Manipur",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-005,,KaggleLandslideIncidences:5,1,Kaggle dataset,False,SOURCE,MEDIUM,2020-07-01_25.516_94.137,,False,,"The Mao landslide (Lat: 25°30’57.3”N and Lon: 94°08’11.5”E) has affected an area of about 0.6 sq.km. posing immense risk to the critical road infrastructure and affecting the residential and commercial buildings along the NH-2 due to the development of tensional cracks and subsidence of the road bench. The present landslide affected area is part of the old-landslide zone, with thick unconsolidated/ semi consolidated debris above the in-situ bedrock. The landslide affected area has a very poor surface drainage management. During heavy rainfall during the month of June and July 2020, water flows over the road and remain stagnant within the depressions caused due to heavy vehicle movement with stagnant water along the road side-line concrete drainage. The transient downward water percolation on the road, steep and moderate steep slope, where the surface material is old-landslide debris has lead to the over-saturation of the underlying material.",EVENT,2020-07-01
IND-EVT-001353,EVENT,2020-05-24,2020.0,5.0,day,27.398666666666667,88.62358333333333,Sikkim,North Sikkim,"Dhare & Sitala, Kabi Village, North Sikkim District, Sikkim",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-010,,KaggleLandslideIncidences:10,1,Kaggle dataset,False,SOURCE,MEDIUM,2020-05-24_27.399_88.624,,False,,"Two landslides occurred one each at Dhare and Sitala area, on 24th May 2020, 04 km away from Kabi Village towards Gangtok on North Sikkim Highway (NH 310A). The coordinates of the Dhare landslide (Lat: 27° 23′ 55.2″N and Lon: 88° 37′ 24.9″E) and Sitala landslide (Lat: 27° 23′ 54.2″N and Lon: 88° 37′ 32.4″E) and falls in SOI Toposheet No. 78A/11. At both the landslide locations, it has been observed that the area mainly comprises of unconsolidated soil and debris material. No in-situ rock was observed in and around the area. These two landslides are located in close proximity of a NE-SW trending Regional Fault which is the major cause of concern. Excessive water saturation due to improper irrigation practice (Cardamom) cultivation reduces shear strength parameters of slope forming materials and makes slope prone to failure. Toe erosion by unplanned cutting of road section, as observed at both Dharey and Satala area, may also result in slope failure.",EVENT,2020-05-24
IND-EVT-001354,EVENT,2020-05-24,2020.0,5.0,day,27.39305555555556,88.63527777777779,Sikkim,North Sikkim,"Kabi Village, North Sikkim District, Sikkim",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-011,,KaggleLandslideIncidences:11,1,Kaggle dataset,False,SOURCE,MEDIUM,2020-05-24_27.393_88.635,,False,,"A landslide got reactivated on 24th May 2020, near upper Kabi Village area on the state highway, adjacent to the border between East and North Sikkim Districts of Sikkim, causing disruption of traffic. The location is about 22 km from Gangtok on Gangtok- Mangan North Sikkim Highway via Phodong. The coordinates of this landslide are Lat: 27° 23′ 35″N and Lon: 88° 38′ 7″E and falls in SOI Toposheet No. 78A/11. The landslide is characterized by wedge failure along with falling of bedrock material along a steep slope (>70°), due to the action of gravity and flow of water through weak planes, which resulted in the accumulation of huge amount of rock debris.",EVENT,2020-05-24
IND-EVT-001355,EVENT,2020-05-21,2020.0,5.0,day,25.62,91.8827222222222,Meghalaya,East Khasi Hills,"Mawlai-Umjapung, East Khasi Hills District, Meghalaya",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-012,,KaggleLandslideIncidences:12,1,Kaggle dataset,False,SOURCE,MEDIUM,2020-05-21_25.620_91.883,,False,,"A landslide occurred at Mawlai-Umjapung about 50 m East of NH-40 on 21st May 2020 around 1:00 pm. It was reported that the landslide had partially buried a house (Lat: 25° 37’ 12” N, Lon: 91° 52’ 57.8” E), when a retaining wall collapsed after incessant rainfall. About 20 m x 15 m area on the gently dipping slope has been affected by the slide. A poorly constructed retaining wall collapsed onto a house destroying it into debris. A family of five people have been rendered homeless. The slope, modified for settlement is composed of a thick overburden of highly oxidised cohesive clayey soil. Incessant and heavy rainfall has led to increase in pore water pressure on the weak retaining wall besides static load due to settlement above the failed portion resulted into the failure.",EVENT,2020-05-21
IND-EVT-001357,EVENT,2019-10-26,2019.0,10.0,day,25.68176111111111,94.06811944444443,Nagaland,Dimapur,"NIT Campus, Dimapur District, Nagaland",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-014,,KaggleLandslideIncidences:14,1,Kaggle dataset,False,SOURCE,MEDIUM,2019-10-26_25.682_94.068,,False,,"A landslide had taken place on 26th October, 2019 on the north western flank of NIT campus, Dimapur, Nagaland, due to the continuous rainfall for consecutive two days. The area falls in the Survey of India toposheet no. 83G/13 (Lat: 25° 40' 54.34"" N, Lon: 94° 04' 5.23"" E). The slide had damaged the half constructed RCC building on the down slope while another two RCC buildings/ quarters belonging to NIT have been affected. The boundary wall of NIT along with sanitary provisions and water tank of the quarters were also damaged. The two RCC buildings/ quarters on the upslope area lie in the vicinity of the crown part of the slide.",EVENT,2019-10-26
IND-EVT-001370,EVENT,2018-08-10,2018.0,8.0,day,27.31583333333333,88.60666666666665,Sikkim,East,"cidence at Upper Syari, Deorali-Gangtok, East district, Sikkim",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-027,,KaggleLandslideIncidences:27,1,Kaggle dataset,False,SOURCE,MEDIUM,2018-08-10_27.316_88.607,,False,,"A large crack was reported on 09.08.2018 on Upper Syari road, near Deorali, Gangtok, East District, Sikkim. The landslide located (27°18’57”N and 88°36’24”E) in the vicinity of the residential complex of Auditor General (AG), Sikkim was initiated on 10.08.2018.",EVENT,2018-08-10
IND-EVT-001377,EVENT,2018-07-01,2018.0,7.0,day,24.99288888888889,94.23058333333331,Manipur,Ukhrul,"cidence at New Heaven-Lamlang Gate section of Imphal-Ukhrul road, Ukhrul district, Manipur",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-034,,KaggleLandslideIncidences:34,1,Kaggle dataset,False,SOURCE,MEDIUM,2018-07-01_24.993_94.231,,False,,"The landslide along New Heaven-Lamlang Gate section of Old Imphal-Ukhrul road (24°59’34.4”N, 94°13’50.1”E) was blocked during the first week of July, 2018 (as per local residents) hindering traffic.",EVENT,2018-07-01
IND-EVT-001383,EVENT,2018-06-06,2018.0,6.0,day,24.781694444444444,93.77605555555556,Manipur,Noney,"cidence on NH-37, near Kotlen village, Noney district, Manipur",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-040,,KaggleLandslideIncidences:40,1,Kaggle dataset,False,SOURCE,MEDIUM,2018-06-06_24.782_93.776,,False,,"The landslide located at Lat. 24°46'54.10""N and Long. 93°46'33.80""E occurred on 6th June 2018 and caused reported blockage of the Imphal-Jiribam Road. The landslide is a reactivation of an old landslide that has occurred due to antecedent heavy rainfall.",EVENT,2018-06-06
IND-EVT-001387,EVENT,2018-05-21,2018.0,5.0,day,26.11244444444445,94.75675,Nagaland,Tuensang,"cidence on Tuensang-Chessore-Shamatore road, Tuensang District, Nagaland",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-044,,KaggleLandslideIncidences:44,1,Kaggle dataset,False,SOURCE,MEDIUM,2018-05-21_26.112_94.757,,False,,"The site is located at Lat. 26°6'44.80""N and Long. 94°45'24.30""E falling in the SOI toposheet no. 83 J/16.",EVENT,2018-05-21
IND-EVT-001396,EVENT,2017-06-04,2017.0,6.0,day,25.14435,93.94715,Manipur,Kangpokpi,"Kalikhola land subsidence, Kangpokpi district, Manipur",,,,,,,,,Kaggle LandslideIncidences,KAGGLE-053,,KaggleLandslideIncidences:53,1,Kaggle dataset,False,SOURCE,MEDIUM,2017-06-04_25.144_93.947,,False,,"The Kalikhola village and adjoining slope (25° 08.661' N, 93°56.829' E) located on the left bank slope of Kalikhola River in the Kangpokpi District, Manipur was reported to have affected by ground subsidence, earth cracks and sinking of the land on 4 June 2017 onwards. A central team led by GSI visited the affected site from 13 to 15 June 2017. Blocking of the river course, damming, consequent ingression of the water in the down/ slide slope and rapid toe cutting form the high velocity released water might have triggered the initiation of the failure and movement of material downslope. The heavy rainfall prior to 4 June 2017 and sudden release of water from the temporary dam accelerated further saturation, rapid toe erosion and dragging of the upslope mass and formation of large gaping cracks.",EVENT,2017-06-04
